,date,parliament.no,session.no,period.no,chamber,page.no,proof,day.start,name,name.id,title,type,electorate,party,role,in.gov,first.speech,para
327,5/10/71,27,2,4,SENATE,1146,0,5/10/71,Senator CARRICK,2U4,Second Reading,bill,,,,0,0,"
 
-  I am reminded of the oldest poem in the English language: 
 
Sumer is  icumen  in,  Lhude  sing  CUCCU 
 

             Mr Deputy President, on page  1095  of Hansard of 2nd November  1938, 10  months before World War II broke out, 
 
Defence expenditure must depend entirely, upon lbc conditions which prevail in the world from time to time. Obviously that must be the position. 1 say that any increase of defence expenditure after the Munich Pact so far as Australia is concerned appears to me to be an utterly unjustifiable and hysterical piece of panic propaganda. "
328,6/10/71,27,2,4,SENATE,1201,0,6/10/71,Senator GAIR,KKP,Second Reading,bill,,,,0,0,"
 
- Yes, it would nave conscription. Switzerland is only a small country in size. Its population is 6.3 million and it has an army of 29,500 of which 24,000 are conscripts. But in addition there are a further 530,500 active reservists who can be mobilised within 48 hours. Now I turn to Sweden which, so I am told, is a model socialistic country. Its population is 8 million, about three-quarters that of Australia, and it has an army of 49,000 of which 36,500 are conscripts. But Sweden also has 100,000 reservists who are called up for from 18 to 40 days running each year. Belgium has a population of 9.8 million and an army of 71,500. Italy has a population of 54 million and an army of 295,000. Austria has a population of only 7.4 million but has an army of 44,000. With a smaller population than Australia, Austria will have a larger army than we will have as a result of the reductions proposed in this Bill now before the Senate. 
 
It should now be clear to all those who are fair that we do not have a gigantic army, not by any means. Countries smaller in population than Australia have larger armies. What is more, the countries I have quoted have greater security than we do. All this crying about national service training will get us nowhere. We need an adequate army, if we have any regard for the country and its future, for the children who live here and for future generations. If we cannot attain an adequate army of volunteers we will have to continue with compulsory national service training, no matter how inconvenient it might be. 
 
I repeat that every young man in Australia should be trained in the defence of this country. If our military leaders think that 18 months is long enough to give our young men sufficient training, well that is good enough for me. I am not an expert military strategist or educator but I know from long experience just how young men react favourably to the discipline and training they are receiving. I have had as many as 6 people, particularly mothers, come to my home when the previous national service scheme was in operation, worrying about their boys going into camp for a period. Some of them cried: 'Can't you stop my son from going to camp?' I said to them: What is your objection to your son going to camp?' They said: 'We are told that they have to sleep on boards. They have no beds, no stretchers, and the food is awful.' It was evident to me that they were over-indulgent parents. They thought their poor little dears were going to be very badly treated. At least some of them came back to me after they made their first visit to the camp one Sunday. They had a glow in their faces and they said: 'Our boys are happy out there. They say they are getting plenty to eat and they have stretcher beds to lie on.' A few of those women afterwards said to me: 'The best thing that ever happened to my boy was that period in camp. He came out better for it and was more manly. He learned to do a bit for himself instead of waiting on his mother to do everything for him.' 
 
A bit of training is good for us all. It is not possible to get a 100 per cent result. That is too much to expect. Even in our best schools that result is not achieved. As my poor old mother used to say: 'You will find weeds in the best kept gardens.' That is to be expected. If we love this country we should be prepared to serve it. It pro vides us with many opportunities, but God help us if we neglect it. As the poet,  Sir Walter  Scott, said: 
 
Breathes there the man with soul so dead, Who never to himself hath said This is my own, my native land!' "
329,27/10/71,27,2,4,SENATE,1530,0,27/10/71,Senator WRIGHT,KBW,THE ARTS IN AUSTRALIA,Questions,Tasmania,LP,Minister for Works,1,0,"
 
The arts are among the factors which go to create a quality of life unique in Australia. In the past we may have been inclined to stress the physical and material satisfactions of life at the expense of the pleasures of the creative imagination. And as a result many talented Australians who wished to be painters or writers, actors or dancers, musicians or film directors have had to leave Australia to build a career in a more sympathetic artistic climate elsewhere. We could not afford this leaching of our society any more than we can now afford to allow our incomparable environment to be despoiled and polluted by lack of foresight and conscience. But, with the growing cultural awareness of the Australian society and because of support provided by Governments, the opportunities for talented Australians to pursue a professional career in this country have been increased significantly in recent years. While there is still much to be done novelists and poets, painters and sculptors can now command a better market as professionals here and abroad than they could do- not so many years ago. "
330,18/5/71,27,2,3,SENATE,1994,0,18/5/71,Senator CAVANAGH,K6F,First Reading,bill,,,,0,0,"
 
- I do not want to take it any further than to point' out that such people could murder a person today and they could not be charged - they would have immunity. I do not know why immunity should be extended to them. It is important that  I  raise this matter because 1 have failed sufficiently to persuade the Government of the need for an investigation. 
 
I want to raise another case in which it is alleged that the cause of death is unknown and that the identity of the victim is unknown. My reference is to the Sydney Daily Mirror' of 13th and 14th luly of last year which reviewed the case of an unknown man who was found at Somerton sands in South Australia on 1st December 1948. This man was buried unknown. The thing he had in common with  Dr Bogle  was that he died an unnatural death from an unknown poison. Every year flowers are placed on his grave in the West Terrace cemetery. Someone obviously knew and had some affection for this person. All identification marks were removed from his clothing. He had a scrap of paper in his pocket together with some incidentals which are not important to my case. The scrap of paper in his pocket was from the Rubaiyat' of Omar Khayyam. From the end of the poem had 'been torn the words Tamum Shud which means the finish or the end. The book from which the extraction had been torn was found in the back seat of a car in a public park. The Sydney Daily Mirror* asked: ""Was it suicide or was it murder?' On the back of the booklet was an 8-line 44-letter code which was marked out in code formation. Rather than take up the time of the Senate, with the concurrence of the Senate I incorporate the letters in Hansard. "
331,30/3/76,30,1,1,SENATE,877,0,30/3/76,Senator BUTTON,4F4,Second Reading,bill,Victoria,,,0,0,"
 
I think that we must consider the fact that we have lived for too long in a society which has not been very flexible and in which there has been a great desire to put people into slots. We see a life pattern of birth, school, work, retirement and death, a life style which that great poet, W. H. Auden, epitomised in the line: 'Sit on your arse for 40 years and hang your hat on a pension'. I think that that quotation very aptly illustrates the style in which we have tended to live in the first half of this century. I think it is a style which is totally inapplicable and totally unlikely to continue in the latter half of this century. The need which it seems to me that educationalists will have to fulfil and which governments will have to fulfil is that of increasing options for people at all stages of their lives. For the purpose of this debate, I have in mind increasing options in terms of educational opportunities of a diverse kind beyond the sorts of opportunities which have been made available to people in the past. 
 
I believe that it is important for us to try to make judgments about these sorts of things. I say in all humility that I believe that the present Government will make wrong judgments about some of these things and I am quite sure that if we were in government we would make wrong judgments about some of them too because they are terribly difficult issues on which to make judgments. But I put it to the Senate that in making those judgments it is very important that we understand and maintain the importance of a national responsibility- the importance of the assessment of national priorities as distinct from parochial priorities- and that we do not try to evade this responsibility in planning, coordinating and looking to the future as providing a richer educational opportunity for all. The calendar year of 1976 is, as I said, an interregnum period and  Senator Carrick  will acknowledge that the real sparks will fly at a later stage this year. But at this stage I wanted to introduce this note and take the opportunity of speculating a little about educational goals and priorities. Having done so, I commend the Bills to the Senate. "
332,4/6/76,30,1,1,SENATE,2483,0,4/6/76,Senator Carrick,2U4,East Timor -Self Determination (Question No. 791),ANSWERS TO QUESTIONS,,LP,,1,0,"
 
-On 19 May 1976  Senator Button  asked the Minister for Post and Telecommunications the following question, without notice: 
 
Is it a fact that the film on the life and death of the republican poet in Spain, Federico Garcia Lorca, had not been shown by the Australian Broadcasting Commission because of pressure from the Government of King Juan Carlos of Spain.' 
 
The Minister for Post and Telecommunications has provided the following answer to the honourable senator's question: 
 
No. 
 
Mortgage Interest Payments Tax Deduction "
333,7/9/76,30,1,2,SENATE,432,0,7/9/76,Senator YOUNG,KBY,BUDGET 1976-77,miscellaneous,,,,0,0,"
 
- I know he is. He kept on putting up the tax, increasing it by hundreds of per cent, when we were appealing to this man and to the State Government. Suddenly he intends to throw it out. One wonders why. We know that he has not really condemned the Budget. We know that there has been a redistribution in South Australia. We know that challenges have been issued. I think we also know that  Mr Dunstan  is warming up for a State election. This is one of the little goodies- lollies or icing on the cake. I hope that South Australians have memories tike an elephant. I hope they will not forget. While it might be one thing to quote poetry from an elephant, poetic justice is another thing. I think the elephant might turn around on "
334,17/11/76,30,1,2,SENATE,2073,0,17/11/76,Senator MARTIN,3.00E+04,Second Readings,Bills,Queensland,,,0,0,"
 
-In my short time as a senator I have observed some rather interesting things, particularly in relation to education debates. I was elected to this Senate with a fair sort of background in the area of education. I came into a parliament which was spending enormous sums of money in the general area that we refer to as education. I was initially appalled by the lack of real interest that people in this Parliament took in what they were talking about. If one judges by the debates on education that take place in this Parliament it would seem that all one needs to be capable of making decisions on policy in relation to education is firstly to have been to school oneself; secondly, preferably to have had children who have gone to school; and thirdly- this is purely an option- to have witnessed at some stage or another students in an educational institution. 
 
We hear things expounded in this Parliament which more closely relate to poetry than policy on the subject of education. We have just heard a fascinating speech from  Senator Melzer.  I do not mean this personally, but I say in all sincerity that a lot of it would have been more appropriately set to music than delivered in a debate on education. It would have been more interesting to hear some comment on the subject of what education is all about. "
335,19/5/76,30,1,1,SENATE,1728,0,19/5/76,Senator BUTTON,4F4,AUSTRALIAN BROADCASTING COMMISSION,Questions,,,,0,0,"
 
- My question is directed to the Minister representing the Minister for Post and Telecommunications. It follows  Senator Harradine  's question yesterday which suggested that the Solzhenitsyn film had not been shown by the Australian Broadcasting Commission because of pressure from the Russian Embassy. 1 ask the Minister whether he will also look into the fact that the film on the life and death of the republican poet in Spain, Federico Garcia Lorca, had not been shown by the Australian Broadcasting Commission because of pressure from the Government of King Juan Carlos of Spain. "
336,14/9/76,30,1,2,SENATE,601,0,14/9/76,Senator WRIEDT,ISW,DEATH OF MAO TSE-TUNG,Questions,Tasmania,,Leader of the Opposition,0,0,"
 
- On behalf of the Opposition I rise to support the comments of  Senator Withers  (Leader of the Government in the Senate) in his expression of sorrow on the death of  Chairman  Mao Tse-tung.  Chairman  Mao grew up in the old China of war lords, feudalism and foreign domination of trade in its major cities. He made a new China of independence, self respect, and international status. While commentators speculate about possible disruption following his death, Mao has left a stable Chinese social system with steady economic progress which his passing will not seriously disturb. 
 
When Mao was fourteen years of age he was married off, I understand against his will, in the feudal style of that era in China's history. Sixtyfour years later it was the same Mao who invited the anti-communist President Nixon to Peking, which was a significant step in easing tension between China and the United States and in bringing China into the realm of international relations. He was a young peasant organiser who stirred feelings of revolt against the tyrannical system of repression existing in his country. He was the philosopher who gave a new moral oriental form to Marxism. He was the brilliant military commander who won the populace to his cause by instilling in his troops a feeling of respect for the ordinary people. Unlike the armies of Chinese leaders before him, his armies did not loot, pillage or rape. He organised great land reform and just government. He was a poet in the classical style and a humane head of a government which was the biggest bureaucracy on earth. Throughout his life he remained a man of the people, living simply without the ornate trappings of office. 
 
China has lost its helmsman with the death of  Chairman  Mao, but his legacy of a unified nation firmly advancing the welfare of the world 's most populous nation and its emergence to its rightful place in international affairs remains with us. 
 
The Opposition regrets his death and expresses its sympathy to the people of China. "
337,18/11/76,30,1,2,SENATE,2156,0,18/11/76,Senator MULVIHILL,KVK,Second Reading,bill,New South Wales,,,0,0,"
 
- I find myself in a situation in which I have to get the feel of the pitch on resuming at the wicket on the day after I have been batting. My recollection is that in my opening remarks I said that the Opposition did not intend to oppose the second reading of the Bill, but that when we were in the Committee stage the Opposition would oppose clause 4 in relation to the rights of the Commission to advise the Minister on specific expenditures and also in relation to what we considered was a compression of the size of the Commission in clause 6. I think it will be agreed by all honourable senators that the process of evolution has ultimately given respectability to those people who want to retain the best of the past. In my opening remarks I paid tribute to the vision of  Mr Justice  Hope. I think that anybody who read that report- I am not of Scottish origin- would be reminded of Robbie Burns' poem "
338,23/9/76,30,1,2,SENATE,951,0,23/9/76,The PRESIDENT,10000,Article by Professor Manning Clark- Unemployment- Political Broadcast,adjournment,,,,0,0,"
 
There was nothing startling or novel in what he had to say. The great distinction of the author, indeed his great gift, was that he combined within himself the mind of the scientist, the soul of the poet, 'and the gift of prophecy- by which I mean that power to see into the heart of what is wrong in any generation, and denounce that great evil with true moral passion. It was and is a magnificent book- a tract for the times, and a human appeal to all of us to 'gird our loins'. Birch has both common sense and a perception of the mystery at the heart of things.  His  book is all about how what we have generally understood by the term civilisation can survive. "
339,18/8/76,30,1,2,SENATE,152,0,18/8/76,The PRESIDENT,10000,Amnesty International- Growth Centres- Natural Gas Pipelines- Governor-General's Establishment,adjournment,,,,0,0,"
 
In the last year, the searches of political prisoners, and in Vladimir prison, have become more frequent and devastating. In the Camp No. 1 (Mordov), the examination of personal effects has increased to twice a week (previously from time to time). Hand-written notes, poems, sketches, extracts from the court proceedings and copies of official applications, are taken away, so that they are not 'published in the West'. The head of the prison, Krivov, said to the political prisoner Paruyru Ayrikyan, who was deprived of his copy of the letter to the Presidium of the High Court of the U.S.S.R., that if such letter should appear in print in the West, then Ayrikyan would be facing a new trial. For information passed on to freedom, political prisoners of Vladimir prison Georg Davydov and Vitold Abankin have received solitary. "
340,7/4/76,30,1,1,SENATE,1161,0,7/4/76,Senator ARCHER,IE4,Second Reading,bill,,,,0,0,"
 
- The sugar cane growers use both. Vegetable growers use both and people who irrigate grass use both. Contrary to the argument that has been put, the bounty will go to the better industries where, if anything, the use of these fertilisers can be afforded anyway. This is the complete reverse of the argument that has been put forward by the Opposition. I thought that the wording of the second paragraph on page5 of the report of the Industries Assistance Commission summed up the situation fairly well. A former Prime Minister on 7 June 1974 was responsible for referring to the Commission the question whether the Australian Government should pay a subsidy on manufactured nitrogenous substances used as a fertiliser and, if so, what should be the amount and duration of the subsidy, what should be the consequences of any assistance provided on the bases of maximum tonnage of fertiliser and what the tonnage should be. That is the basis of this legislation. These fertilisers are used by people who want them and need them but do not let us get confused by any fancy and hypothetical arguments about it. There is no abuse in the use of a highly priced commodity. Users will not waste it any more than they will waste fertiliser. 
 
The Opposition's argument about profitability and prices is quite invalid. If farmers are successful they will add more fertiliser; if they add more fertiliser they will probably employ more labour in their fields. They may even make more money, and if they make more money they will pay more tax and the profitability of many crops with or without fertilisers is such that the amount of tax users will pay into the coffers will be considerably greater than the pittance represented by the fertiliser subsidy. So the amount of money spent on the subsidy is of little consequence. The way in which the subsidy is used to help people who really need it was well summed up the day the superphosphate bounty was reintroduced in a poem which appeared in the  King Island News.  It summed up the general feeling. The poem was headed "
341,7/4/76,30,1,1,SENATE,1162,0,7/4/76,Senator McLAREN,KTZ,Second Reading,bill,South Australia,,,0,0,"
 
- We are debating the Nitrogenous Fertilizers Subsidy Amendment Bill 1976. After having listened to  Senator Archer  one must assume that the Bill ranges far and wide. It seems that we have now got back to the Phosphate Fertilizers Bounty Amendment Bill. Apart from the poem that 
 
That is about the only reference he made to the Bill. He spent most of his time discussing the superphosphate bounty and reciting a poem which I do not think captured the interest of many people, except perhaps the line at the end which said that Mai was a great pal. To draw the logical conclusion from that poem the line should have read 'Mai was a great pal to himself and his wealthy farmer friends', because we know from figures that are available that Mai, the person mentioned in the poem, has been the recipient of at least $5,000 in superphosphate subsidy. I pointed out here yesterday that that amounts to 125 funeral benefits of which pensioners have been deprived to help pay for the bounty.  Senator Archer,  in his wisdom would not want to tell the people about that. All he wants to tell the people in the poem he read out is that Mai was a great bloke and a good pal because he has reinstated the bounty. Of course there has been a lot of argument on that. 
 

             Senator Archer went on to cite some figures, in answer to my interjection, about the use of nitrogenous fertiliser in the sugar industry. He said that that industry uses a lot of superphosphate, too. The figures show that the sugar industry uses 30 per cent of the nitrogenous fertiliser used in Australia; that the wheat industry uses 17 per cent, and 2 1 per cent is used in the production of other cereals. Anyone who has had anything to do with cereal growing knows that most of the nitrogenous fertiliser is used on sand hills so that a quick rye crop is obtained and sand drift stopped. It is not used to grow a good crop of wheat unless it is very poor land for cultivation. I think that knocks on the head the argument that was used by 
 
As the shadow Minister for agriculture,  Senator Gietzelt,  who led the debate, pointed out the Opposition supports the Bill which provides an amount of $12m per annum as against approximately $50m provided for in the superphosphate Bill that was debated earlier today. It is therefore important to demonstrate the vast difference in monetary assistance accruing to the large and wealthy producers who use this product as against the small amount received by the big majority of farmers who are in the main small farmers. That has been clearly illustrated. "
342,7/4/76,30,1,1,SENATE,1162,0,7/4/76,Senator McLAREN,KTZ,Second Reading,bill,South Australia,,,0,0,"
 

 
- We are debating the Nitrogenous Fertilizers Subsidy Amendment Bill 1976. After having listened to  Senator Archer  one must assume that the Bill ranges far and wide. It seems that we have now got back to the Phosphate Fertilizers Bounty Amendment Bill. Apart from the poem that 
 
That is about the only reference he made to the Bill. He spent most of his time discussing the superphosphate bounty and reciting a poem which I do not think captured the interest of many people, except perhaps the line at the end which said that Mai was a great pal. To draw the logical conclusion from that poem the line should have read 'Mai was a great pal to himself and his wealthy farmer friends', because we know from figures that are available that Mai, the person mentioned in the poem, has been the recipient of at least $5,000 in superphosphate subsidy. I pointed out here yesterday that that amounts to 125 funeral benefits of which pensioners have been deprived to help pay for the bounty.  Senator Archer,  in his wisdom would not want to tell the people about that. All he wants to tell the people in the poem he read out is that Mai was a great bloke and a good pal because he has reinstated the bounty. Of course there has been a lot of argument on that. 
 

             Senator Archer went on to cite some figures, in answer to my interjection, about the use of nitrogenous fertiliser in the sugar industry. He said that that industry uses a lot of superphosphate, too. The figures show that the sugar industry uses 30 per cent of the nitrogenous fertiliser used in Australia; that the wheat industry uses 17 per cent, and 2 1 per cent is used in the production of other cereals. Anyone who has had anything to do with cereal growing knows that most of the nitrogenous fertiliser is used on sand hills so that a quick rye crop is obtained and sand drift stopped. It is not used to grow a good crop of wheat unless it is very poor land for cultivation. I think that knocks on the head the argument that was used by 
 
As the shadow Minister for agriculture,  Senator Gietzelt,  who led the debate, pointed out the Opposition supports the Bill which provides an amount of $12m per annum as against approximately $50m provided for in the superphosphate Bill that was debated earlier today. It is therefore important to demonstrate the vast difference in monetary assistance accruing to the large and wealthy producers who use this product as against the small amount received by the big majority of farmers who are in the main small farmers. That has been clearly illustrated. 
 
That is about the only reference he made to the Bill. He spent most of his time discussing the superphosphate bounty and reciting a poem which I do not think captured the interest of many people, except perhaps the line at the end which said that Mai was a great pal. To draw the logical conclusion from that poem the line should have read 'Mai was a great pal to himself and his wealthy farmer friends', because we know from figures that are available that Mai, the person mentioned in the poem, has been the recipient of at least $5,000 in superphosphate subsidy. I pointed out here yesterday that that amounts to 125 funeral benefits of which pensioners have been deprived to help pay for the bounty.  Senator Archer,  in his wisdom would not want to tell the people about that. All he wants to tell the people in the poem he read out is that Mai was a great bloke and a good pal because he has reinstated the bounty. Of course there has been a lot of argument on that. 
 

             Senator Archer went on to cite some figures, in answer to my interjection, about the use of nitrogenous fertiliser in the sugar industry. He said that that industry uses a lot of superphosphate, too. The figures show that the sugar industry uses 30 per cent of the nitrogenous fertiliser used in Australia; that the wheat industry uses 17 per cent, and 2 1 per cent is used in the production of other cereals. Anyone who has had anything to do with cereal growing knows that most of the nitrogenous fertiliser is used on sand hills so that a quick rye crop is obtained and sand drift stopped. It is not used to grow a good crop of wheat unless it is very poor land for cultivation. I think that knocks on the head the argument that was used by 
 
As the shadow Minister for agriculture,  Senator Gietzelt,  who led the debate, pointed out the Opposition supports the Bill which provides an amount of $12m per annum as against approximately $50m provided for in the superphosphate Bill that was debated earlier today. It is therefore important to demonstrate the vast difference in monetary assistance accruing to the large and wealthy producers who use this product as against the small amount received by the big majority of farmers who are in the main small farmers. That has been clearly illustrated. "
343,7/4/76,30,1,1,SENATE,1162,0,7/4/76,Senator McLAREN,KTZ,Second Reading,bill,,,,0,0,"
 
- I am speaking about the superphosphate bounty. I would have thought that I was quite in order in referring to that because  Senator Archer  was allowed to base all of his speech- if one can call it a speech- on a poem on the superphosphate bounty. Surely 
 
Most of my remarks up to this point have been on the nitrogenous Bill. I have sought to have incorporated into  Hansard  yesterday and again today without success a list of the names of people who have been recipients of an amount of money calculated on 400 tons of superphosphate or more which they have received. Many of the persons and the companies named on the list which I have here are users of nitrogenous fertilisers. That is borne out by the document which was tabled in the Senate on 2 occasions. Although I have quoted from it once tonight I think it bears quoting again. Nitrogenous fertilisers are mentioned quite frequently in that document. The document, which was tabled on 9 September, relates to a survey of fertiliser sales under the Phosphate Fertilizers Bounty Act 1963-1971 and the Nitrogenous Fertilizers Subsidy Act 1966-1973. It states: 
 
This survey was undertaken in 1974 to inform the Minister of the extent to which users of fertiliser; both phosphatic and nitrogenous, benefited by $5,000 or more from the bounty and the subsidy in 1973. 
 
We realise that those figures are the only ones that are available. Under the Phosphate Fertilizers Bounty Act there is no way that the Minister can get the figures. He cannot say to the persons whom he asks to provide him with the figures that if they do not provide them they will not be recipients of the bounty next year. When I sought in this Parliament to get the figures and names of the persons who used superphosphate in 1974- the last year when the bounty was applied-  Senator Cavanagh,  the Minister for Customs and Excise, told me that there was no way that one could require the producers of superphosphate to provide the names because no bounty was applicable in 1975. That is the reason why we never got those figures. The bounty is now being re-applied. Section 1 4 of the Phosphate Fertilizers Bounty Act and section 17 of the Nitrogenous Fertilizers Subsidy Act - "
344,9/9/76,30,1,2,SENATE,587,0,9/9/76,Senator MULVIHILL,KVK,BUDGET 1976-77,miscellaneous,,,,0,0,"
 
On these statutory boards, you can't expect a busy territorian to serve without payment. After all, our northern pioneers arent like those lazybones who sit, without pay, on the Arts Council of Great Britain- poets, painters and all that lot. No, pioneering time costs money: for a chairman, $50 a day, for a member $45 a day- for attending a session or when boardpersons 'are otherwise engaged on the business of the authority'. They also get travel expenses and $37 travel allowance a day. Public servants on boards dont get anything. To these arrangements there are three exceptions: there's one fulltime salaried chairman, one fulltime salaried executive member and one executive member on an annual stipend. "
345,19/10/49,18,2,4,SENATE,1557,0,19/10/49,Senator GRANT,KMN,ESTIMATES AND BUDGET PAPERS 1949-50,Questions,,,,0,0,"
 
- The Prime Minister said that he would inquire whether petrol could be obtained from Poland on a sterling basis. It was found subsequently that not a pint of petrol could be obtained from there. 
 
I am reminded of the following piece of poetry written by Dryden in relation to Lord Buckingham - "
346,19/10/49,18,2,4,SENATE,1557,0,19/10/49,Senator GRANT,KMN,ESTIMATES AND BUDGET PAPERS 1949-50,Questions,,,,0,0,"
 
We in Australia are in a very favorable situation compared with the people of Great Britain. We have goods that the whole world needs, such as wool and wheat. 
 
But Great Britain has to buy dear and sell cheap. Personally, I do not think that it has a chance of rehabilitating itself. I have said so before and I have brought down upon my head the reproaches of many people. The United Kingdom has to make up an adverse balance of £400,000,000 before it can balance its ledgers and it is not in the race to do so. It has lost its markets abroad. The source of its tribute from overseas has gone. As I have said, its machines and its mines are obsolete. If it sincerely hopes to recover its former position, its debt must first be wiped out. Some people say that war produces good results. No war has ever done so. Great Britain has been victorious in two wars, and we can see the situation in which it now finds itself. In spite of the shocking facts, people continue to talk about the prospect of a third world war. In its present economic situation, Great Britain cannot retain its Navy, Army and Air Force. Efforts are being made to establish a western union in Europe with the backing of the United States of America, but Great Britain cannot afford to pay the cost of such an organization. It is a top-heavy nation. There are parasites at the top drawing £10,000 a year or more, yet the people get only 2 oz. of bacon each a week. The nation cannot rehabilitate itself under such conditions. There is no reason why it should do so. Can members of the Opposition be sincere when they blame the Labour party for the situation that exists in the United Kingdom ? Had they and their kind been concerned with the welfare of the people during the last 300 years, Great Britain would be an economic paradise to-day. Yet the British people are being told that they must pull in their belts still more. One of the poets has rightly said - "
347,19/8/15,6,1,0,SENATE,5902,0,19/8/15,Senator BAKHAP,K18,Compulsory Military Service,miscellaneous,,,,0,0,"
 
- They would have to come. Does the honorable senator believe that the Australian people who subscribe to the profession of their political leaders, that we will wage this war to the last man and the last shilling, would refuse to come forward if service to their country meant that they would not be paid ? I have a higher conception of their patriotism than that. As the member of the Imperial Legislature whom I have already quoted, has observed, paradoxical though it may appear, there are hundreds of thousands of men who will go willingly when they are compelled to do so. Many nien fail to recognise the need of the nation at the present time. They think that when the nation does not resort to compulsion the need for national service cannot be as pressing as we are told it is - that the situation cannot have in it any element of peril. Men are variously constituted. They are not all lacking in patriotism merely because they do not enlist, or those who enlisted only last week must be sadly deficient in this quality, seeing that they did not enlist twelve months ago. The men who will enlist three months hence will not be less patriotic than those who are enlisting now. Men's actions are, to a large extent, governed by environment. It is not every man who can cut himself loose, and say, "" Lo, I will go to the war."" At a celebration in Tasmania only on Saturday evening last,  Senator Keating  informs me that a  Colonel in  the Military Forces said that he would welcome a law which would compel him to go to the front, because there are certain circumstances which constrain him to remain at his present post. That is the position in which dozens of men ""find themselves to-day. They are not one whit less brave or patriotic than those who have been practically compelled to enlist because avenues of employment were designedly closed to them in order to force them to go to the front under an alleged voluntary system. Arguments such as these have been used by men who think as I do, right throughout the Empire. Only the other day a recruiting association at Cooma adopted a resolution in favour of compulsory service. There are organizations throughout the country which are at present passing resolutions in support of co-ordinated national effort. We talk about the beauty of voluntary service, and of the glorious valour of the voluntary Tommy. Who has sung the praises of the British Tommy; who has been his poet laureate to a greater extent than has Rudyard Kipling ? It was only the other day that I ascertained that Kipling is a conscriptionist. Who knows the emotions  of the British soldier as well as he does 
 
Debate (on motion by  Senator Pearce)  adjourned. 
 
Debate resumed from 18th August  (vide  page 5834), on motion by 
 
That, in view of the report of the Parliamentary Standing Committee on Public Works, it is desirable that a Small Arms Factory, with necessary provision for housing workmen, be erected forthwith at Canberra. "
348,21/11/12,4,3,0,SENATE,5751,0,21/11/12,Senator LYNCH,KRZ,NAVIGATION BILL,bill,Western Australia,,,0,0,"
 
.- I move- 
 
That the amendment be amended by adding to sub-clause  (3)  the following new paragraph : -  "" [c)  That in every ship registered in Australia or engaged in the .coasting trade where a library is provided for the use of passengers, members of the crew shall be entitled to obtain books therefrom under the same conditions as may regulate the issue of such books to the passengers."" 
 
Penalty (on owner) Ten pounds. 
 
I am aware that my proposal has not behind it the hallowed support of precedent, but we are not bound hand and foot by what may have been done in the past; and in making this departure we should only be doing what we have already done in connexion with many matters provided for in this Bill. I am moved to suggest this provision to enable seamen to enjoy the advantages of libraries established on board ship, because, for a very long time, they have been regarded as people of an inferior type. In my opinion, the time has come when this Parliament should do something to wipe out a class distinction which has been too long maintained. There are many instances in which employers of labour ashore have taken pleasure in furnishing their employes, in communities at a distance from centres of population, with libraries to promote their intellectual improvement, and it is not too much to ask that what is done in many places for trie benefit of employes on shore should be done at sea for the benefit of seamen. Those on board a ship at sea represent a self-contained community, cut off from association with other people. The master of a vessel is invested with judicial powers, can order the imprisonment of any. one on board the ship, and is, in fact, an autocrat of the most pronounced type. I can see no possible objection to libraries established by shipping companies for the benefit of passengers being used also for the improvement and edification of seamen. The sailor in the past, and to some extent tb-day, is very much the product of his environment, and the time has come when his environment should, as far as possible, be such as to lead to his improvement. Extensive libraries are provided on some of the large steamers trading to Australia, which are sometimes ten days away from communication with land ; but there is a forbidding notice posted on the library doors, and seamen or firemen dare not put a foot inside the sanctum, much less make use of any of the books. It is about time we altered such a state of affairs. There may be some opposition to my amendment, on the ground that it is novel and original, but I again remind honorable  senators  who take that view that we have already departed from precedents which no longer serve the purpose of the present age. I am not in the habit of quoting poetry, but I am disposed to quote, in this connexion, a few appropriate lines written by one of Australia's most respected poets, and dealing with the difference between "" fore "" and "" aft."" Henry Lawson writes on this subject in the following terms - "
349,21/11/12,4,3,0,SENATE,5757,0,21/11/12,Senator ST LEDGER,K78,NAVIGATION BILL,bill,,,,0,0,"
 
- I assumed that that was so. The irresistible inference, with all respect to  Senator Needham,  is that the seamen do not regard the fact that they are not permitted to make uae of a ship's library as a class grievance. If there has been for any time this yearning for learned leisure on the part of seamen so worthily, feelingly, and poetically expressed by "
